COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL
57,3886.67,4041.03,4233.33,4187.18,4621.03,4553.85,4502.05,4472.82,4057.44,4518.46,4837.44,4533.85,4358.46,4644.1,1699,1694,10.973,0,0,0,0
58,3889.23,4046.67,4238.97,4185.64,4612.82,4563.08,4503.59,4475.9,4062.56,4524.1,4840,4535.38,4365.64,4643.59,1698,1693,10.98,0,0,0,0
59,3891.79,4047.69,4245.13,4186.67,4627.69,4563.59,4507.69,4480,4064.1,4525.13,4843.59,4541.54,4367.69,4644.1,1699,1694,10.989,0,0,0,0
60,3886.67,4043.59,4241.03,4184.62,4634.87,4553.85,4505.13,4475.9,4056.92,4509.23,4841.03,4542.05,4365.13,4639.49,1699,1693,10.997,0,0,0,0
61,3885.13,4043.59,4237.95,4183.08,4625.13,4553.85,4504.62,4482.05,4056.92,4504.1,4839.49,4540,4366.67,4632.82,1700,1693,11.004,0,0,0,0
62,3890.26,4047.18,4247.18,4186.15,4635.38,4562.56,4508.21,4491.79,4060,4515.9,4842.56,4546.15,4368.72,4630.26,1700,1692,11.013,0,0,0,0
63,3892.82,4049.74,4250.77,4188.21,4644.62,4567.69,4508.72,4492.31,4057.95,4515.38,4843.59,4553.85,4372.31,4632.31,1700,1693,11.027,0,0,0,0
64,3891.28,4050.77,4244.1,4185.64,4628.21,4569.74,4508.21,4491.79,4058.97,4505.64,4840.51,4553.33,4375.38,4633.33,1701,1692,11.031,0,0,0,0
65,3895.38,4054.87,4245.13,4186.15,4626.67,4567.18,4508.21,4492.31,4060.51,4510.77,4841.54,4551.28,4372.31,4632.31,1700,1694,11.035,0,0,0,0
66,3900.51,4058.46,4247.69,4189.74,4638.97,4567.18,4508.72,4489.23,4059.49,4522.56,4842.05,4553.85,4371.79,4631.79,1702,1695,11.044,0,0,0,0
67,3899.49,4059.49,4244.62,4186.67,4636.92,4572.82,4508.72,4489.74,4059.49,4521.03,4833.33,4553.33,4372.82,4632.31,1701,1694,11.051,0,0,0,0
68,3900.51,4063.08,4243.59,4188.72,4637.95,4574.36,4507.69,4486.15,4054.87,4521.03,4832.82,4551.28,4373.33,4633.33,1701,1694,11.059,0,0,0,0
69,3906.67,4067.18,4246.15,4197.44,4648.72,4564.62,4504.1,4475.38,4049.23,4527.18,4841.54,4553.33,4373.33,4634.36,1702,1692,11.066,0,0,0,0
70,3906.15,4065.13,4246.15,4194.87,4653.85,4554.36,4502.56,4474.36,4050.26,4525.13,4837.95,4549.23,4371.28,4634.36,1702,1692,11.075,0,0,0,0
71,3895.9,4057.44,4244.1,4191.28,4645.64,4560.51,4504.62,4475.9,4050.77,4513.33,4828.21,4538.46,4363.08,4629.74,1702,1692,11.084,0,0,0,0
72,3891.79,4052.31,4239.49,4191.79,4628.21,4571.79,4505.13,4472.31,4050.77,4503.59,4828.21,4536.41,4357.44,4623.59,1704,1694,11.091,0,0,0,0
73,3900,4055.38,4240.51,4193.33,4624.1,4572.82,4506.67,4480.51,4052.82,4508.21,4832.31,4541.54,4363.08,4625.64,1705,1694,11.099,0,0,0,0
74,3906.15,4064.1,4245.64,4196.41,4635.9,4571.79,4507.69,4488.21,4054.36,4520,4831.79,4542.05,4368.72,4628.21,1706,1693,11.107,0,0,0,0
75,3900,4062.56,4244.1,4197.44,4639.49,4574.87,4505.13,4478.97,4055.9,4520.51,4830.26,4538.97,4364.62,4620,1706,1693,11.115,0,0,0,0
76,3894.87,4057.95,4239.49,4193.85,4634.87,4573.33,4503.59,4473.33,4058.46,4518.46,4829.23,4538.97,4362.05,4615.38,1706,1693,11.122,0,0,0,0
77,3900,4064.62,4237.95,4196.92,4626.15,4570.26,4505.13,4478.46,4061.03,4523.08,4831.79,4538.97,4369.74,4618.97,1705,1694,11.131,0,0,0,0
78,3901.03,4066.15,4237.44,4203.08,4615.9,4569.74,4503.59,4476.41,4058.46,4517.95,4832.31,4535.9,4370.26,4619.49,1706,1695,11.139,0,0,0,0
79,3892.82,4061.54,4231.79,4200.51,4622.05,4567.18,4495.38,4472.31,4053.33,4507.18,4827.18,4534.36,4364.1,4613.85,1705,1695,11.147,0,0,0,0
80,3893.33,4065.13,4231.28,4198.97,4636.41,4565.13,4488.72,4473.85,4051.79,4510.26,4827.18,4534.87,4367.69,4614.87,1706,1697,11.154,0,0,0,0
81,3904.62,4074.36,4240,4207.69,4633.33,4566.15,4495.38,4473.33,4057.44,4522.56,4834.87,4536.41,4377.44,4623.59,1705,1695,11.162,0,0,0,0
82,3909.74,4080.51,4248.21,4211.79,4628.72,4570.26,4505.13,4480,4071.79,4534.87,4846.67,4543.08,4390.77,4632.31,1705,1696,11.169,0,0,0,0
83,3905.13,4075.38,4248.72,4206.67,4633.85,4570.77,4506.15,4488.21,4073.33,4530.26,4848.72,4552.31,4396.92,4634.87,1707,1694,11.177,0,0,0,0
84,3904.62,4063.08,4244.62,4204.1,4628.72,4567.69,4504.1,4481.54,4057.95,4509.23,4836.92,4553.33,4389.23,4633.33,1705,1696,11.185,0,0,0,0
85,3901.03,4057.95,4245.64,4204.62,4615.9,4567.69,4502.56,4472.31,4048.21,4501.54,4826.67,4544.1,4376.41,4629.23,1707,1695,11.194,0,0,0,0
86,3895.9,4059.49,4245.13,4205.64,4605.64,4567.69,4502.56,4473.33,4052.82,4509.23,4824.62,4538.46,4373.33,4624.62,1707,1694,11.202,0,0,0,0
87,3901.03,4060,4244.62,4208.72,4613.33,4562.05,4500.51,4475.38,4054.87,4509.23,4832.82,4547.69,4378.97,4631.28,1708,1696,11.208,0,0,0,0
88,3906.67,4065.13,4249.23,4214.36,4628.21,4554.36,4495.9,4471.79,4050.77,4505.13,4840.51,4553.85,4383.08,4642.05,1708,1695,11.216,0,0,0,0
89,3905.13,4067.18,4248.21,4215.9,4625.13,4554.36,4493.85,4470.26,4054.36,4509.74,4841.54,4544.62,4383.08,4640.51,1709,1695,11.224,0,0,0,0
90,3901.54,4062.05,4242.05,4209.74,4616.41,4561.54,4493.85,4471.79,4057.95,4511.79,4841.54,4536.92,4379.49,4633.85,1707,1694,11.233,0,0,0,0
91,3900.51,4061.03,4243.59,4207.69,4610.26,4570.26,4492.31,4476.41,4058.97,4507.69,4837.95,4540,4376.92,4633.33,1707,1695,11.239,0,0,0,0
92,3899.49,4062.05,4247.18,4209.23,4598.46,4569.23,4492.82,4477.44,4063.08,4511.79,4830.77,4542.56,4373.33,4634.87,1706,1694,11.248,0,0,0,0
93,3902.56,4061.54,4247.18,4209.23,4601.54,4558.46,4495.9,4473.85,4065.64,4517.44,4828.21,4545.64,4369.74,4634.87,1705,1696,11.255,0,0,0,0
94,3902.05,4064.62,4247.69,4211.28,4626.15,4551.28,4493.33,4473.85,4063.08,4512.31,4833.33,4546.15,4376.41,4633.85,1705,1695,11.263,0,0,0,0
95,3896.92,4063.59,4238.97,4213.85,4621.54,4552.31,4490.26,4468.21,4057.44,4505.13,4831.79,4537.95,4380,4629.23,1704,1696,11.271,0,0,0,0
96,3896.41,4056.41,4230.77,4210.26,4596.92,4553.85,4492.31,4457.95,4056.92,4504.62,4824.1,4533.85,4377.95,4626.67,1705,1696,11.279,0,0,0,0
97,3895.38,4056.41,4236.92,4209.23,4600.51,4553.33,4491.79,4462.56,4060,4506.67,4830.77,4537.44,4380.51,4626.15,1704,1697,11.286,0,0,0,0
98,3893.33,4061.03,4241.54,4217.44,4598.97,4552.82,4489.23,4472.82,4061.54,4506.67,4844.62,4537.44,4388.21,4621.03,1705,1699,11.294,0,0,0,0
99,3896.41,4061.54,4240,4218.97,4587.18,4554.87,4490.77,4473.33,4060,4506.15,4840,4536.92,4389.23,4618.46,1705,1699,11.302,0,0,0,0
100,3901.03,4064.1,4245.64,4214.36,4603.59,4554.87,4492.82,4473.33,4062.56,4512.31,4829.74,4540,4384.1,4626.67,1706,1700,11.31,0,0,0,0
101,3899.49,4065.64,4250.77,4217.95,4612.82,4554.36,4492.31,4475.38,4065.64,4520.51,4840,4543.08,4383.08,4636.41,1706,1700,11.318,0,0,0,0
102,3893.85,4060.51,4245.13,4221.03,4588.21,4561.54,4494.36,4474.87,4064.1,4518.97,4848.72,4542.05,4382.05,4633.85,1708,1699,11.326,0,0,0,0
103,3895.38,4056.41,4242.56,4219.49,4585.64,4567.69,4495.9,4476.41,4069.23,4517.95,4840,4538.97,4376.92,4627.18,1708,1697,11.334,0,0,0,0
104,3897.44,4059.49,4248.72,4223.59,4602.56,4565.13,4496.41,4474.36,4071.28,4520.51,4840.51,4543.59,4375.9,4628.72,1709,1697,11.341,0,0,0,0
105,3895.38,4062.05,4246.67,4225.64,4594.36,4565.64,4502.05,4475.38,4069.23,4523.59,4848.72,4549.74,4385.64,4632.82,1711,1695,11.349,0,0,0,0
106,3895.9,4056.92,4238.46,4221.03,4588.21,4569.23,4506.67,4487.18,4076.92,4534.36,4847.69,4547.69,4386.15,4631.79,1710,1698,11.359,0,0,0,0
107,3896.41,4053.33,4240,4222.56,4603.59,4567.69,4504.1,4491.28,4080.51,4534.36,4849.23,4547.69,4377.95,4629.74,1712,1700,11.365,0,0,0,0
108,3893.33,4055.38,4246.67,4224.1,4603.59,4567.18,4503.08,4486.67,4073.33,4520.51,4858.46,4550.77,4378.97,4631.28,1712,1701,11.372,0,0,0,0
109,3897.95,4060,4248.72,4222.05,4589.74,4571.79,4505.64,4490.77,4081.03,4527.69,4871.79,4552.31,4396.41,4639.49,1712,1703,11.38,0,0,0,0
110,3906.67,4069.23,4254.87,4226.67,4590.77,4571.79,4505.13,4495.38,4093.85,4545.13,4882.56,4560.51,4410.77,4650.77,1713,1703,11.389,0,0,0,0
111,3904.62,4076.41,4259.49,4233.33,4595.9,4569.23,4503.59,4492.31,4089.23,4540.51,4877.95,4565.64,4393.85,4651.79,1712,1702,11.396,0,0,0,0
112,3902.05,4075.38,4257.95,4228.72,4586.67,4573.85,4506.67,4496.92,4086.15,4538.97,4869.23,4564.62,4376.92,4647.18,1712,1700,11.404,0,0,0,0
113,3908.72,4074.36,4259.49,4229.74,4580.51,4582.56,4507.18,4508.21,4099.49,4552.82,4873.33,4568.21,4388.72,4653.33,1712,1699,11.412,0,0,0,0
114,3914.36,4077.95,4265.13,4236.92,4594.36,4581.54,4506.15,4505.13,4109.74,4554.87,4880,4570.77,4398.97,4661.54,1713,1697,11.419,0,0,0,0
115,3908.21,4072.31,4262.56,4234.36,4611.28,4572.31,4508.72,4492.82,4102.05,4542.05,4876.41,4567.69,4386.15,4659.49,1713,1699,11.428,0,0,0,0
116,3900.51,4063.59,4257.44,4230.77,4593.85,4574.87,4501.03,4487.69,4089.74,4534.36,4874.36,4565.64,4383.59,4652.82,1715,1700,11.435,0,0,0,0
117,3902.56,4063.59,4255.9,4231.28,4563.59,4586.15,4493.33,4487.69,4089.74,4535.9,4878.46,4560.51,4397.95,4651.79,1715,1703,11.443,0,0,0,0
118,3902.56,4062.56,4254.87,4234.87,4576.41,4586.67,4500.51,4483.59,4093.33,4533.33,4878.46,4552.82,4397.44,4649.23,1718,1705,11.451,0,0,0,0
119,3898.46,4065.64,4250.26,4235.9,4600,4581.03,4507.18,4484.62,4091.28,4524.1,4874.87,4551.79,4389.74,4643.59,1719,1706,11.46,0,0,0,0
120,3900,4072.82,4246.67,4232.31,4580,4584.62,4505.64,4488.72,4090.77,4520,4872.31,4553.85,4393.33,4644.62,1721,1708,11.466,0,0,0,0
121,3902.05,4070.77,4249.74,4231.28,4564.1,4588.72,4503.59,4484.62,4094.36,4523.08,4872.82,4555.38,4404.1,4648.72,1723,1707,11.474,0,0,0,0
122,3895.9,4060.51,4249.74,4232.82,4578.97,4580.51,4497.95,4478.97,4092.82,4525.64,4875.9,4553.85,4407.18,4644.1,1724,1708,11.482,0,0,0,0
123,3890.26,4057.44,4243.59,4230.77,4572.82,4571.79,4490.26,4480.51,4089.74,4527.69,4886.15,4549.74,4409.23,4637.95,1726,1708,11.49,0,0,0,0
124,3897.44,4063.59,4247.69,4233.85,4554.87,4571.28,4493.33,4486.67,4099.49,4536.92,4901.03,4555.9,4422.56,4645.13,1728,1708,11.497,0,0,0,0
125,3904.1,4068.21,4258.97,4243.08,4556.92,4571.79,4500.51,4492.82,4108.21,4549.23,4913.33,4570.26,4432.82,4657.44,1732,1709,11.505,0,0,0,0
126,3903.59,4069.23,4259.49,4243.59,4562.56,4572.31,4503.59,4490.26,4096.92,4552.82,4918.46,4570.26,4431.28,4658.97,1737,1711,11.513,0,0,0,0
127,3896.41,4068.21,4250.77,4243.08,4570.77,4571.79,4505.64,4479.49,4084.62,4541.03,4908.72,4558.97,4427.18,4651.28,1745,1713,11.521,0,0,0,0
128,3892.31,4066.67,4248.21,4244.1,4570.77,4571.28,4500,4473.85,4089.23,4524.62,4895.38,4549.74,4430.77,4645.64,1763,1720,11.529,0,0,0,0
0,3895.9,4064.62,4248.72,4242.56,4554.87,4572.31,4494.36,4474.36,4089.23,4522.05,4900,4547.69,4441.03,4645.64,1776,1724,11.537,0,0,0,0
1,3894.87,4061.54,4246.15,4242.05,4549.74,4572.82,4494.36,4472.82,4080.51,4522.05,4909.23,4548.72,4445.64,4647.69,1791,1730,11.544,0,0,0,0
2,3892.31,4061.03,4245.64,4244.1,4561.03,4569.74,4495.9,4469.74,4080,4519.49,4901.54,4549.74,4446.15,4650.26,1808,1737,11.552,0,0,0,0
3,3894.87,4062.05,4248.72,4247.18,4562.56,4569.23,4500,4472.31,4087.18,4529.23,4907.18,4549.74,4454.36,4654.87,1825,1747,11.56,0,0,0,0
4,3893.33,4061.54,4249.23,4248.21,4547.18,4577.95,4506.15,4483.59,4095.38,4543.08,4930.77,4552.82,4471.28,4657.95,1843,1760,11.568,0,0,0,0
5,3894.87,4063.08,4248.21,4253.85,4543.59,4583.08,4510.26,4494.36,4104.62,4545.13,4934.87,4556.41,4479.49,4661.03,1860,1775,11.576,0,0,0,0
6,3907.18,4076.92,4252.31,4264.62,4552.82,4577.44,4502.05,4491.79,4104.1,4541.54,4922.56,4553.85,4483.08,4669.74,1879,1793,11.584,0,0,0,0
7,3915.9,4094.87,4261.54,4272.31,4554.36,4574.87,4491.28,4481.54,4093.85,4543.08,4933.85,4557.95,4489.23,4678.97,1895,1814,11.591,0,0,0,0
8,3921.54,4109.74,4266.67,4275.38,4555.38,4576.41,4489.74,4476.41,4088.72,4544.62,4949.23,4569.23,4497.95,4688.72,1912,1836,11.599,0,0,0,0
9,3930.26,4120.51,4267.69,4281.03,4570.77,4567.69,4487.18,4468.21,4089.74,4538.97,4942.05,4571.28,4505.13,4701.03,1927,1860,11.607,0,0,0,0
10,3934.87,4124.62,4269.23,4286.15,4574.87,4555.38,4481.03,4458.97,4081.03,4533.33,4940.51,4568.72,4507.18,4708.21,1941,1884,11.615,0,0,0,0
11,3936.41,4123.08,4267.69,4280,4558.97,4555.38,4484.62,4456.41,4075.38,4536.41,4949.74,4570.77,4507.69,4706.15,1954,1906,11.623,0,0,0,0
12,3936.41,4125.13,4260.51,4276.92,4565.13,4557.95,4493.85,4458.97,4082.05,4536.41,4944.62,4568.72,4503.08,4704.1,1964,1924,11.63,0,0,0,0
13,3932.31,4123.08,4254.36,4280.51,4582.05,4554.87,4493.85,4461.54,4086.67,4528.21,4930.26,4557.44,4492.31,4704.1,1974,1931,11.638,0,0,0,0
14,3927.69,4111.79,4248.72,4277.44,4575.38,4554.87,4491.79,4460,4087.69,4523.59,4932.82,4545.13,4489.23,4698.97,1982,1927,11.646,0,0,0,0
15,3927.18,4106.67,4245.13,4276.92,4563.59,4561.03,4488.21,4461.54,4091.28,4522.56,4947.18,4538.46,4493.85,4693.85,1990,1913,11.654,0,0,0,0
16,3929.23,4111.28,4247.69,4283.59,4568.21,4560,4482.56,4472.31,4096.41,4531.28,4950.26,4539.49,4491.79,4696.41,1996,1898,11.662,0,0,0,0
17,3931.79,4109.74,4246.67,4287.18,4580,4542.05,4475.38,4478.97,4092.82,4543.08,4943.59,4543.08,4492.82,4697.95,2005,1885,11.67,0,0,0,0
18,3932.82,4104.62,4240,4287.69,4580,4533.33,4464.1,4461.54,4071.28,4530.26,4933.33,4542.05,4507.18,4690.77,2008,1885,11.677,0,0,0,0
19,3926.15,4107.69,4237.44,4292.31,4577.44,4546.67,4461.03,4438.97,4053.33,4506.15,4932.31,4534.87,4509.74,4683.08,2015,1896,11.685,0,0,0,0
20,3913.33,4110.77,4231.79,4287.69,4582.05,4561.03,4469.74,4442.05,4068.72,4499.49,4921.54,4524.62,4490.26,4671.79,2014,1917,11.699,0,0,0,0
21,3907.18,4109.74,4219.49,4278.46,4580,4566.15,4482.05,4459.49,4097.44,4496.41,4894.87,4518.97,4483.08,4653.33,2014,1937,11.704,0,0,0,0
22,3901.54,4115.38,4215.38,4276.41,4581.03,4567.18,4485.64,4462.56,4109.74,4488.72,4896.92,4521.54,4520.51,4646.67,2010,1939,11.709,0,0,0,0
23,3889.74,4125.64,4218.97,4272.31,4595.9,4569.23,4482.05,4456.92,4121.03,4486.67,4906.67,4518.46,4568.72,4648.72,2003,1927,11.717,0,0,0,0
24,3881.54,4123.08,4217.44,4265.64,4594.36,4567.18,4482.05,4460.51,4123.08,4483.08,4882.05,4509.23,4587.69,4636.41,1999,1901,11.724,0,0,0,0
25,3881.54,4104.62,4213.85,4266.67,4581.54,4560.51,4486.15,4465.13,4094.36,4483.08,4867.69,4503.08,4603.59,4622.56,1992,1872,11.732,0,0,0,0
26,3876.41,4083.59,4209.23,4271.79,4596.41,4558.97,4482.56,4462.05,4067.69,4490.26,4889.74,4495.9,4640.51,4616.92,1987,1851,11.74,0,0,0,0
27,3865.64,4070.26,4201.03,4273.85,4614.87,4562.56,4474.36,4450.26,4064.62,4491.28,4894.36,4489.23,4667.18,4605.13,1980,1841,11.748,0,0,0,0
28,3862.56,4064.62,4200,4276.41,4608.21,4564.1,4475.9,4437.44,4064.1,4489.23,4887.18,4487.18,4688.21,4596.92,1974,1842,11.756,0,0,0,0
29,3861.54,4064.1,4200.51,4278.46,4596.41,4567.18,4476.92,4439.49,4066.15,4496.41,4903.08,4490.77,4732.82,4602.05,1965,1849,11.764,0,0,0,0
30,3863.59,4072.82,4202.56,4277.44,4600.51,4570.26,4476.41,4446.67,4076.92,4504.62,4909.23,4497.44,4789.74,4602.56,1958,1855,11.771,0,0,0,0
31,3864.62,4091.79,4211.79,4278.97,4615.38,4565.13,4477.44,4446.15,4080,4513.33,4903.08,4506.15,4840,4601.54,1947,1854,11.778,0,0,0,0
32,3861.03,4104.62,4218.46,4275.38,4616.92,4565.13,4474.87,4444.62,4076.41,4517.95,4900.51,4505.64,4879.49,4603.08,1936,1849,11.787,0,0,0,0
33,3865.13,4103.59,4217.95,4269.74,4599.49,4571.28,4476.41,4443.08,4080,4514.36,4897.95,4496.41,4903.08,4593.85,1925,1838,11.794,0,0,0,0
34,3865.13,4090.77,4212.82,4267.18,4597.44,4570.26,4477.95,4434.87,4067.69,4506.67,4893.33,4491.28,4905.64,4576.41,1912,1830,11.802,0,0,0,0
35,3853.33,4072.31,4197.95,4267.18,4620,4569.74,4473.85,4424.1,4042.05,4503.08,4890.26,4486.15,4894.87,4569.23,1900,1824,11.81,0,0,0,0
36,3849.23,4061.03,4191.79,4272.31,4627.18,4572.82,4474.87,4420,4034.36,4503.59,4890.77,4477.44,4882.56,4567.69,1889,1821,11.818,0,0,0,0
37,3857.44,4060.51,4195.38,4281.03,4611.79,4571.79,4481.54,4421.54,4026.67,4505.13,4884.62,4474.87,4877.95,4556.92,1877,1818,11.826,0,0,0,0
38,3854.87,4053.33,4195.9,4285.13,4611.28,4568.72,4484.62,4424.1,4004.62,4508.21,4876.92,4475.38,4881.03,4554.87,1867,1813,11.834,0,0,0,0
39,3853.33,4040,4195.38,4283.59,4618.46,4569.23,4486.67,4429.23,4002.05,4508.72,4873.85,4474.87,4876.41,4566.67,1857,1807,11.841,0,0,0,0
40,3858.97,4041.54,4199.49,4282.05,4612.82,4572.31,4490.26,4435.38,4016.92,4510.26,4874.36,4477.95,4863.08,4569.23,1847,1801,11.848,0,0,0,0
41,3862.05,4050.26,4210.26,4284.1,4598.97,4572.82,4492.82,4434.36,4017.44,4518.97,4875.38,4486.15,4846.15,4570.77,1837,1796,11.857,0,0,0,0
42,3861.03,4050.26,4217.44,4286.67,4590.26,4567.69,4490.77,4421.03,4010.26,4524.1,4871.79,4488.72,4818.46,4580.51,1827,1789,11.864,0,0,0,0
43,3857.44,4046.15,4208.72,4286.67,4585.64,4566.15,4485.64,4407.18,4004.1,4508.72,4861.54,4480.51,4774.36,4578.97,1816,1783,11.873,0,0,0,0
44,3855.9,4043.59,4202.56,4285.64,4583.59,4569.23,4483.59,4407.18,4000.51,4490.26,4849.23,4474.87,4728.21,4569.23,1807,1776,11.88,0,0,0,0
45,3856.41,4043.08,4207.18,4286.15,4587.69,4568.21,4484.1,4410.77,3997.95,4494.36,4842.56,4481.03,4692.31,4566.67,1796,1772,11.889,0,0,0,0
46,3858.46,4046.15,4211.79,4291.28,4584.62,4567.69,4487.69,4412.82,3993.85,4504.62,4838.97,4488.21,4658.46,4572.82,1788,1765,11.896,0,0,0,0
47,3860,4051.79,4213.33,4299.49,4577.95,4566.15,4495.9,4421.54,3993.85,4505.64,4844.62,4490.26,4626.15,4582.56,1777,1761,11.904,0,0,0,0
48,3859.49,4053.33,4212.31,4306.15,4588.72,4558.46,4500,4428.21,3993.85,4507.18,4846.67,4488.21,4593.33,4582.05,1771,1759,11.911,0,0,0,0
49,3855.9,4046.67,4203.08,4310.26,4590.26,4558.97,4494.36,4420.51,3988.72,4508.72,4833.85,4479.49,4551.28,4569.74,1765,1756,11.919,0,0,0,0
50,3850.77,4037.95,4196.92,4315.38,4569.74,4570.77,4489.23,4416.92,3986.15,4517.44,4830.77,4473.33,4513.33,4567.18,1761,1755,11.928,0,0,0,0
51,3852.31,4036.92,4203.59,4324.1,4568.21,4572.31,4494.36,4426.67,3981.54,4534.36,4844.1,4481.03,4497.44,4578.97,1757,1751,11.935,0,0,0,0
52,3856.92,4044.1,4209.74,4333.33,4588.21,4564.62,4498.46,4430.77,3962.56,4536.92,4848.21,4489.23,4485.64,4586.15,1754,1748,11.943,0,0,0,0
53,3857.95,4053.85,4206.15,4342.05,4586.15,4569.74,4495.38,4428.21,3950.77,4523.59,4840.51,4486.15,4458.46,4582.56,1751,1742,11.951,0,0,0,0
54,3862.05,4061.54,4207.69,4350.26,4579.49,4583.08,4498.46,4427.69,3966.67,4523.59,4841.54,4486.67,4440.51,4585.64,1748,1733,11.96,0,0,0,0
55,3867.18,4066.67,4214.36,4358.97,4597.44,4587.69,4506.15,4431.28,3981.54,4529.74,4845.64,4491.79,4433.85,4594.87,1745,1732,11.967,0,0,0,0
56,3868.21,4068.21,4210.26,4372.82,4607.69,4585.13,4503.59,4427.69,3975.38,4520.51,4841.54,4491.28,4413.33,4594.36,1743,1732,11.975,0,0,0,0
57,3866.67,4073.33,4205.64,4387.18,4594.87,4583.59,4498.97,4422.05,3972.31,4515.38,4842.05,4489.74,4397.95,4593.33,1742,1731,11.982,0,0,0,0
58,3867.18,4084.1,4215.38,4398.46,4588.72,4584.62,4500.51,4427.18,3988.21,4525.13,4854.36,4492.82,4402.05,4602.05,1740,1731,11.99,0,0,0,0
59,3869.74,4092.82,4219.49,4412.31,4598.46,4585.13,4498.97,4427.18,3994.36,4526.15,4860,4492.82,4401.03,4602.56,1738,1728,11.998,0,0,0,0
60,3870.77,4100,4215.38,4425.13,4604.62,4588.21,4496.41,4420.51,3987.18,4522.05,4855.9,4493.85,4395.38,4601.03,1737,1727,12.006,0,0,0,0
61,3869.74,4102.56,4217.95,4433.85,4601.54,4584.1,4504.1,4426.15,3990.77,4524.62,4860.51,4503.59,4395.9,4608.72,1736,1723,12.014,0,0,0,0
62,3869.74,4099.49,4218.97,4438.97,4600,4572.82,4506.67,4430.77,3990.77,4518.46,4861.03,4505.13,4386.67,4609.23,1735,1724,12.02,0,0,0,0
63,3870.26,4100.51,4212.82,4441.54,4608.21,4567.69,4495.38,4416.92,3976.92,4504.1,4846.67,4494.36,4370.77,4599.49,1735,1722,12.029,0,0,0,0
64,3867.18,4104.1,4209.74,4449.23,4607.18,4571.79,4492.82,4409.23,3970.77,4500.51,4841.54,4490.26,4365.13,4597.44,1733,1723,12.036,0,0,0,0
65,3866.67,4103.59,4214.87,4466.67,4601.54,4572.82,4502.05,4418.46,3977.44,4509.23,4849.23,4498.46,4366.15,4605.64,1733,1724,12.044,0,0,0,0
66,3871.28,4108.72,4221.03,4484.62,4610.77,4570.26,4510.26,4429.74,3989.23,4518.97,4847.69,4505.13,4362.56,4610.26,1731,1724,12.052,0,0,0,0
67,3873.33,4117.95,4225.64,4489.74,4617.95,4574.36,4517.44,4436.41,4002.56,4524.62,4848.21,4507.18,4360,4611.28,1729,1722,12.06,0,0,0,0
68,3873.85,4120.51,4227.69,4488.72,4606.67,4578.46,4520,4433.33,4006.67,4525.13,4858.46,4509.74,4365.13,4615.9,1729,1719,12.067,0,0,0,0
69,3876.92,4119.49,4228.72,4492.82,4601.54,4575.9,4512.31,4425.13,3997.95,4524.62,4861.03,4510.26,4366.67,4618.46,1727,1718,12.076,0,0,0,0
70,3874.87,4121.54,4228.21,4497.95,4613.85,4570.77,4505.64,4429.74,3998.97,4527.18,4856.41,4507.18,4358.97,4611.79,1726,1715,12.084,0,0,0,0
71,3871.28,4124.1,4223.08,4497.95,4618.46,4568.21,4509.23,4435.38,4007.69,4528.72,4855.9,4505.13,4355.38,4607.69,1725,1715,12.092,0,0,0,0
72,3873.33,4127.18,4222.05,4494.36,4614.87,4573.33,4508.72,4424.62,4005.64,4524.1,4855.38,4504.1,4359.49,4610.26,1723,1714,12.099,0,0,0,0
73,3872.31,4124.1,4224.1,4492.82,4614.36,4569.23,4505.13,4420,4002.05,4522.56,4855.38,4502.05,4359.49,4609.23,1721,1715,12.106,0,0,0,0
74,3867.69,4118.46,4222.05,4492.31,4611.28,4555.9,4506.67,4429.74,4005.13,4529.23,4860.51,4503.59,4356.92,4610.26,1722,1714,12.115,0,0,0,0
75,3867.69,4118.97,4216.41,4493.33,4601.54,4560,4506.15,4425.13,4005.13,4529.23,4862.05,4505.64,4359.49,4615.9,1720,1715,12.123,0,0,0,0
76,3872.31,4121.54,4219.49,4496.41,4593.85,4574.87,4506.67,4415.9,4002.56,4527.18,4861.03,4505.64,4367.69,4623.08,1721,1714,12.13,0,0,0,0
77,3876.41,4121.54,4230.26,4500,4604.62,4574.87,4516.41,4426.15,4006.15,4539.49,4871.79,4516.92,4377.95,4632.31,1719,1713,12.138,0,0,0,0
78,3872.82,4120,4229.23,4504.1,4618.97,4570.77,4523.08,4429.23,4004.1,4538.46,4877.95,4521.03,4373.85,4630.77,1719,1713,12.147,0,0,0,0
79,3868.21,4117.44,4223.08,4507.18,4609.23,4573.33,4519.49,4427.18,4008.21,4527.69,4871.79,4511.28,4368.21,4624.62,1718,1711,12.154,0,0,0,0
80,3871.28,4118.46,4227.18,4506.67,4593.85,4569.23,4521.03,4445.13,4022.05,4542.05,4876.41,4515.9,4382.05,4629.74,1717,1712,12.162,0,0,0,0
81,3874.36,4121.03,4234.87,4507.69,4601.03,4567.69,4525.64,4449.23,4016.92,4554.36,4885.13,4524.1,4387.69,4632.82,1718,1711,12.169,0,0,0,0
82,3870.77,4120,4232.31,4512.82,4612.31,4576.92,4521.03,4431.28,4001.03,4536.41,4872.31,4513.85,4370.26,4626.67,1717,1710,12.177,0,0,0,0
