COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL
79,3816.41,4043.59,4162.05,4354.36,4446.15,4608.72,4425.64,4371.28,4132.31,4445.64,4812.31,4461.54,4360,4566.15,1699,1692,8.119,0,0,0,0
80,3817.44,4052.31,4165.64,4360.51,4473.85,4598.97,4427.18,4381.03,4148.72,4458.97,4818.97,4470.77,4363.59,4576.92,1698,1691,8.127,0,0,0,0
81,3812.31,4045.64,4161.54,4357.44,4475.9,4601.03,4429.23,4387.69,4152.31,4462.05,4826.67,4473.33,4362.05,4568.72,1699,1690,8.135,0,0,0,0
82,3816.92,4045.64,4164.62,4357.44,4461.54,4600,4427.18,4383.08,4144.1,4463.08,4830.26,4474.36,4367.69,4568.21,1699,1690,8.143,0,0,0,0
83,3825.13,4053.85,4170.77,4358.97,4436.41,4600,4429.23,4381.03,4146.15,4464.62,4831.79,4476.92,4370.26,4579.49,1700,1692,8.151,0,0,0,0
84,3824.1,4053.33,4169.74,4358.97,4440,4602.56,4428.21,4377.95,4143.59,4451.28,4830.26,4477.44,4363.59,4577.95,1700,1691,8.159,0,0,0,0
85,3823.59,4048.21,4170.26,4362.05,4457.44,4600,4422.56,4372.82,4136.92,4445.64,4823.08,4474.36,4360.51,4572.82,1698,1691,8.166,0,0,0,0
86,3819.49,4046.67,4169.74,4361.54,4464.62,4598.46,4421.54,4369.74,4132.82,4455.9,4812.82,4467.69,4353.85,4570.77,1699,1689,8.174,0,0,0,0
87,3807.18,4042.56,4157.44,4354.36,4476.92,4602.05,4421.03,4366.15,4128.72,4444.1,4802.56,4454.36,4336.41,4557.44,1699,1689,8.183,0,0,0,0
88,3805.64,4038.97,4156.41,4352.31,4458.46,4604.62,4425.64,4369.23,4135.38,4432.82,4808.21,4455.9,4340.51,4554.87,1699,1689,8.19,0,0,0,0
89,3822.05,4050.26,4177.95,4360.51,4425.13,4601.54,4436.92,4387.69,4153.33,4465.13,4836.92,4482.05,4373.33,4581.54,1699,1690,8.198,0,0,0,0
90,3830.26,4060.51,4184.1,4366.15,4443.59,4598.97,4438.97,4400.51,4160.51,4485.64,4846.67,4491.79,4380.51,4592.82,1699,1690,8.205,0,0,0,0
91,3820.51,4058.46,4166.15,4363.08,4480.51,4603.08,4430.77,4389.23,4150.77,4460.51,4827.18,4475.9,4358.46,4571.28,1699,1690,8.214,0,0,0,0
92,3819.49,4057.95,4162.56,4362.05,4481.54,4604.62,4425.64,4372.82,4141.03,4454.36,4821.54,4469.23,4356.92,4565.64,1700,1690,8.221,0,0,0,0
93,3828.72,4064.62,4177.44,4365.13,4469.74,4601.54,4429.74,4382.56,4145.13,4472.31,4830.26,4478.97,4369.74,4582.05,1699,1690,8.229,0,0,0,0
94,3827.18,4068.21,4182.05,4363.08,4459.49,4607.69,4437.44,4402.05,4158.46,4469.74,4831.28,4483.08,4369.23,4588.21,1700,1692,8.237,0,0,0,0
95,3824.1,4066.67,4174.36,4361.03,4456.92,4618.46,4436.92,4396.92,4158.46,4457.44,4829.74,4479.49,4363.59,4583.59,1699,1690,8.245,0,0,0,0
96,3826.67,4063.59,4172.31,4360.51,4470.26,4614.87,4429.74,4382.56,4147.69,4458.97,4830.26,4478.97,4364.62,4583.59,1699,1692,8.252,0,0,0,0
97,3823.59,4060.51,4174.36,4360.51,4477.95,4601.03,4426.15,4381.54,4140.51,4458.97,4828.72,4479.49,4366.67,4584.1,1700,1690,8.26,0,0,0,0
98,3821.03,4058.46,4173.85,4360.51,4469.23,4596.92,4424.1,4382.05,4135.9,4452.31,4825.13,4478.46,4364.1,4582.56,1698,1691,8.268,0,0,0,0
99,3821.54,4052.82,4171.79,4357.95,4447.69,4610.26,4425.13,4380.51,4133.85,4457.44,4826.67,4474.87,4358.46,4582.05,1699,1690,8.277,0,0,0,0
100,3814.36,4050.26,4170.77,4357.95,4441.54,4620.51,4425.64,4382.05,4134.87,4456.92,4828.72,4473.33,4351.79,4576.92,1698,1690,8.284,0,0,0,0
101,3811.28,4056.41,4172.82,4360,4461.03,4617.44,4418.97,4380,4135.38,4443.08,4817.44,4471.79,4345.64,4567.18,1698,1690,8.291,0,0,0,0
102,3816.92,4062.05,4174.87,4362.05,4476.41,4616.92,4411.28,4372.31,4136.41,4445.64,4808.72,4471.79,4343.59,4568.21,1698,1691,8.299,0,0,0,0
103,3822.05,4062.05,4176.41,4364.1,4478.97,4621.03,4415.38,4374.36,4140,4461.03,4820.51,4475.9,4351.79,4579.49,1699,1691,8.307,0,0,0,0
104,3820,4060,4177.44,4364.1,4474.87,4617.95,4422.56,4385.13,4147.69,4461.54,4833.85,4476.92,4359.49,4585.13,1697,1691,8.315,0,0,0,0
105,3819.49,4061.03,4177.44,4362.56,4466.15,4611.28,4426.15,4389.23,4152.31,4460.51,4830.26,4477.44,4355.38,4586.67,1698,1691,8.323,0,0,0,0
106,3821.54,4062.56,4177.95,4362.05,4456.92,4616.41,4428.72,4389.23,4153.85,4473.33,4829.23,4478.46,4352.82,4587.69,1698,1690,8.331,0,0,0,0
107,3817.44,4059.49,4176.92,4360.51,4463.08,4623.08,4426.15,4387.69,4151.28,4469.74,4832.31,4477.44,4355.9,4582.05,1697,1692,8.338,0,0,0,0
108,3815.38,4059.49,4175.9,4362.56,4484.62,4611.28,4422.56,4377.95,4141.54,4447.69,4822.56,4477.44,4351.79,4574.36,1699,1690,8.346,0,0,0,0
109,3812.82,4059.49,4172.31,4362.05,4488.21,4602.05,4422.05,4371.79,4131.28,4432.31,4809.23,4474.87,4338.97,4569.74,1698,1690,8.354,0,0,0,0
110,3809.74,4053.85,4169.23,4355.9,4455.38,4617.95,4427.18,4383.59,4139.49,4435.9,4806.67,4469.23,4334.87,4566.15,1698,1689,8.362,0,0,0,0
111,3813.85,4053.33,4172.31,4354.87,4440.51,4628.21,4430.26,4391.28,4150.77,4453.85,4813.85,4474.87,4345.13,4570.77,1697,1689,8.37,0,0,0,0
112,3821.03,4063.08,4179.49,4358.97,4481.03,4615.38,4428.72,4385.13,4142.05,4461.03,4822.05,4487.18,4354.36,4583.59,1698,1689,8.378,0,0,0,0
113,3821.54,4067.18,4184.1,4362.05,4507.69,4607.18,4430.26,4387.69,4139.49,4458.46,4826.67,4489.74,4355.9,4589.23,1697,1688,8.385,0,0,0,0
114,3820,4065.13,4185.64,4363.08,4468.21,4620,4437.44,4398.97,4153.85,4467.69,4837.44,4494.36,4360,4594.36,1697,1689,8.393,0,0,0,0
115,3823.59,4070.26,4190.26,4364.62,4441.03,4634.36,4439.49,4398.97,4154.36,4475.9,4846.15,4503.59,4369.23,4601.54,1696,1688,8.401,0,0,0,0
116,3823.08,4075.9,4189.23,4367.69,4476.41,4633.85,4432.82,4386.15,4135.38,4459.49,4836.41,4496.92,4363.08,4593.85,1697,1688,8.409,0,0,0,0
117,3817.44,4073.33,4183.59,4367.69,4489.74,4621.54,4429.74,4386.15,4124.1,4451.28,4822.05,4486.67,4350.77,4581.03,1696,1686,8.417,0,0,0,0
118,3816.41,4067.69,4187.69,4364.1,4465.13,4614.36,4431.79,4395.38,4122.05,4468.21,4826.67,4492.82,4355.38,4584.62,1693,1687,8.424,0,0,0,0
119,3815.38,4064.1,4187.69,4361.54,4468.21,4615.38,4429.23,4393.85,4122.05,4473.33,4834.36,4495.38,4362.05,4588.21,1694,1685,8.432,0,0,0,0
120,3812.31,4064.1,4177.95,4361.54,4476.41,4614.36,4429.23,4387.18,4121.03,4459.49,4829.74,4489.74,4357.44,4582.05,1691,1685,8.439,0,0,0,0
121,3809.23,4061.03,4175.38,4360.51,4448.21,4615.9,4436.92,4388.21,4117.95,4454.87,4827.18,4490.77,4350.77,4578.97,1691,1683,8.448,0,0,0,0
122,3805.64,4056.41,4175.9,4359.49,4446.15,4616.41,4435.38,4388.21,4120.51,4465.13,4825.13,4487.69,4347.69,4575.38,1689,1683,8.456,0,0,0,0
123,3806.67,4058.46,4173.85,4362.05,4472.82,4613.33,4429.74,4386.15,4121.54,4477.44,4830.26,4483.59,4351.79,4574.87,1688,1683,8.463,0,0,0,0
124,3808.21,4061.03,4174.36,4361.03,4460,4620.51,4436.92,4392.31,4119.49,4474.87,4836.92,4487.18,4358.46,4580,1686,1681,8.471,0,0,0,0
125,3806.15,4061.03,4175.38,4358.46,4458.46,4617.95,4437.95,4389.23,4118.97,4458.97,4831.28,4489.23,4356.41,4583.08,1686,1681,8.479,0,0,0,0
126,3813.85,4070.77,4175.9,4363.08,4485.64,4600,4427.69,4375.38,4113.85,4461.03,4827.69,4490.26,4355.9,4586.15,1684,1680,8.487,0,0,0,0
127,3816.92,4076.41,4175.9,4364.1,4479.49,4608.21,4422.56,4369.74,4107.69,4469.74,4829.74,4484.1,4355.9,4585.13,1683,1681,8.496,0,0,0,0
128,3812.82,4067.69,4172.82,4360.51,4461.03,4626.15,4426.67,4373.85,4115.9,4461.54,4828.72,4474.36,4352.31,4585.64,1679,1679,8.503,0,0,0,0
0,3824.62,4072.82,4174.87,4365.64,4466.67,4612.31,4434.36,4389.23,4136.41,4466.15,4835.38,4482.56,4362.56,4600.51,1679,1678,8.509,0,0,0,0
1,3835.9,4087.18,4184.1,4369.74,4467.18,4597.44,4438.97,4406.15,4141.03,4481.54,4847.18,4496.92,4372.31,4610.77,1676,1676,8.518,0,0,0,0
2,3829.23,4084.62,4190.26,4365.64,4460,4601.54,4434.36,4400.51,4126.67,4477.95,4844.62,4493.33,4363.59,4602.56,1676,1676,8.525,0,0,0,0
3,3828.72,4080.51,4188.72,4366.67,4477.44,4600,4428.72,4384.62,4119.49,4469.74,4837.95,4486.15,4357.44,4600.51,1674,1676,8.534,0,0,0,0
4,3833.85,4084.62,4189.74,4371.28,4490.77,4597.95,4436.41,4392.31,4129.23,4480,4844.1,4492.31,4366.67,4613.33,1673,1675,8.541,0,0,0,0
5,3831.79,4083.08,4189.23,4368.72,4488.21,4595.9,4438.46,4398.46,4126.67,4481.03,4850.26,4498.46,4372.31,4615.9,1670,1674,8.548,0,0,0,0
6,3830.26,4078.46,4182.56,4366.15,4477.44,4588.72,4430.26,4377.95,4107.18,4456.92,4837.44,4490.26,4358.97,4605.64,1667,1674,8.556,0,0,0,0
7,3824.62,4069.74,4176.41,4364.62,4457.95,4596.92,4427.69,4360,4099.49,4432.82,4815.9,4476.92,4336.92,4594.36,1664,1670,8.565,0,0,0,0
8,3819.49,4063.59,4179.49,4361.03,4456.92,4607.69,4431.28,4368.21,4105.13,4450.77,4823.59,4487.69,4343.08,4596.41,1658,1668,8.575,0,0,0,0
9,3827.69,4071.79,4188.72,4364.1,4474.87,4595.9,4433.85,4381.03,4105.13,4481.54,4846.67,4506.67,4368.72,4607.18,1655,1663,8.582,0,0,0,0
10,3831.28,4076.41,4188.72,4366.67,4491.79,4584.1,4428.21,4381.54,4104.1,4469.74,4841.54,4500,4368.21,4599.49,1649,1658,8.588,0,0,0,0
11,3822.56,4068.72,4178.46,4360.51,4493.85,4589.23,4422.56,4380,4108.72,4453.33,4826.15,4485.13,4354.36,4583.08,1645,1654,8.596,0,0,0,0
12,3821.54,4063.59,4173.33,4359.49,4473.85,4601.03,4432.31,4375.9,4103.08,4458.46,4823.08,4482.05,4352.31,4584.1,1638,1649,8.604,0,0,0,0
13,3821.54,4063.08,4176.92,4361.03,4462.05,4609.23,4442.05,4365.13,4094.87,4448.72,4815.9,4476.92,4348.21,4585.64,1631,1647,8.612,0,0,0,0
14,3821.54,4066.15,4176.92,4357.95,4488.72,4606.15,4434.87,4358.97,4099.49,4441.54,4812.31,4469.74,4345.13,4575.38,1623,1642,8.62,0,0,0,0
15,3827.18,4072.82,4176.92,4359.49,4514.87,4601.03,4430.26,4366.67,4106.15,4469.23,4827.18,4478.97,4358.97,4575.38,1613,1636,8.628,0,0,0,0
16,3828.72,4074.87,4181.03,4365.13,4500,4600,4440,4378.46,4111.79,4482.05,4836.92,4488.72,4368.21,4586.15,1602,1626,8.636,0,0,0,0
17,3820,4065.13,4175.9,4363.59,4482.05,4604.62,4446.15,4385.13,4116.92,4463.08,4828.72,4482.05,4354.36,4579.49,1590,1617,8.642,0,0,0,0
18,3814.87,4060,4170.77,4358.46,4488.21,4609.23,4442.05,4382.05,4112.82,4455.38,4820,4473.85,4343.59,4564.62,1578,1605,8.65,0,0,0,0
19,3822.05,4069.74,4179.49,4360,4495.9,4604.1,4433.85,4369.74,4104.62,4459.49,4823.08,4475.9,4356.92,4570.77,1564,1596,8.659,0,0,0,0
20,3829.74,4075.9,4187.69,4364.1,4491.79,4597.44,4429.23,4365.13,4104.62,4464.62,4830.77,4480.51,4363.59,4583.08,1550,1585,8.667,0,0,0,0
21,3826.67,4068.21,4182.05,4364.1,4489.23,4600,4428.21,4363.08,4097.44,4455.9,4820,4477.95,4349.23,4576.92,1534,1579,8.674,0,0,0,0
22,3822.05,4062.56,4177.95,4362.56,4495.9,4600.51,4430.77,4360.51,4090.26,4435.9,4806.15,4473.85,4338.97,4566.67,1518,1571,8.682,0,0,0,0
23,3827.18,4067.18,4181.54,4365.64,4495.38,4592.82,4436.92,4369.74,4100.51,4443.08,4815.38,4477.95,4308.21,4569.74,1502,1561,8.69,0,0,0,0
24,3830.26,4069.23,4184.1,4366.67,4480.51,4595.38,4444.62,4376.41,4108.21,4469.23,4829.74,4486.15,4253.33,4577.95,1486,1555,8.698,0,0,0,0
25,3832.31,4064.62,4186.67,4364.1,4472.31,4602.56,4447.18,4376.92,4114.36,4479.49,4836.92,4488.21,4234.36,4584.1,1472,1548,8.706,0,0,0,0
26,3840,4066.15,4190.26,4363.59,4478.46,4598.46,4447.18,4384.62,4127.18,4490.26,4844.62,4488.72,4248.72,4592.82,1457,1540,8.715,0,0,0,0
27,3850.26,4080,4192.82,4368.21,4484.62,4591.28,4443.59,4382.05,4121.03,4492.82,4843.59,4492.31,4250.77,4602.05,1443,1532,8.721,0,0,0,0
28,3861.54,4087.69,4195.9,4373.85,4482.56,4593.33,4443.59,4369.74,4103.08,4467.69,4837.95,4493.33,4256.41,4610.26,1428,1523,8.729,0,0,0,0
29,3871.79,4083.08,4197.44,4377.44,4468.72,4594.87,4444.62,4376.92,4109.23,4461.54,4851.28,4493.33,4281.54,4626.15,1414,1511,8.736,0,0,0,0
30,3879.49,4090.26,4197.44,4378.46,4458.97,4584.1,4436.41,4375.9,4114.87,4477.95,4863.08,4495.38,4292.31,4642.56,1398,1504,8.745,0,0,0,0
31,3879.49,4094.36,4194.36,4375.9,4455.38,4580.51,4434.36,4357.95,4103.59,4472.82,4853.33,4495.38,4286.67,4645.13,1389,1498,8.753,0,0,0,0
32,3883.08,4089.74,4196.92,4378.46,4454.87,4585.13,4438.97,4363.08,4102.05,4468.21,4858.97,4501.03,4295.38,4646.67,1379,1496,8.76,0,0,0,0
33,3901.03,4103.08,4216.41,4390.26,4463.59,4577.44,4432.82,4375.9,4111.79,4490.26,4886.67,4525.13,4332.31,4669.74,1375,1496,8.768,0,0,0,0
34,3911.79,4116.92,4232.82,4396.92,4475.9,4569.74,4426.15,4375.9,4121.03,4500,4898.46,4542.56,4354.36,4693.33,1371,1494,8.775,0,0,0,0
35,3905.64,4105.64,4226.15,4392.31,4466.15,4586.15,4431.79,4372.82,4120,4480,4887.69,4533.33,4334.87,4690.26,1369,1491,8.784,0,0,0,0
36,3900,4098.46,4221.54,4390.26,4447.18,4601.54,4433.85,4376.92,4122.56,4479.49,4891.28,4528.72,4332.82,4685.13,1371,1486,8.792,0,0,0,0
37,3905.13,4097.95,4227.18,4391.79,4443.59,4591.28,4428.72,4382.56,4132.31,4490.26,4905.64,4542.05,4358.46,4695.9,1374,1485,8.799,0,0,0,0
38,3905.64,4081.54,4227.18,4390.26,4451.79,4576.92,4431.79,4381.54,4129.74,4480,4907.18,4545.13,4353.85,4694.87,1379,1486,8.808,0,0,0,0
39,3895.9,4071.28,4226.67,4389.23,4460,4573.33,4433.85,4373.33,4124.62,4477.44,4904.1,4538.97,4331.79,4681.54,1384,1489,8.814,0,0,0,0
40,3889.23,4069.74,4227.18,4389.74,4460,4571.28,4435.9,4378.97,4135.38,4483.59,4908.21,4537.95,4329.74,4674.36,1392,1491,8.822,0,0,0,0
41,3878.97,4055.9,4217.44,4388.21,4457.95,4570.26,4440.51,4389.23,4132.82,4472.31,4908.72,4529.74,4322.56,4666.15,1399,1494,8.83,0,0,0,0
42,3871.79,4047.69,4212.82,4389.74,4460,4581.03,4445.13,4385.64,4114.87,4461.54,4905.64,4520,4307.18,4661.03,1409,1496,8.839,0,0,0,0
43,3874.87,4051.79,4218.97,4395.9,4455.38,4587.18,4445.64,4390.26,4124.62,4469.74,4911.28,4525.13,4309.23,4666.67,1418,1500,8.847,0,0,0,0
44,3873.85,4046.15,4217.44,4397.44,4461.54,4572.31,4442.56,4396.41,4140.51,4482.05,4926.67,4531.28,4316.41,4669.23,1427,1507,8.853,0,0,0,0
45,3866.67,4035.38,4212.31,4398.97,4470.77,4566.67,4442.05,4393.33,4143.08,4493.33,4943.08,4527.69,4318.46,4660.51,1437,1513,8.862,0,0,0,0
46,3860,4032.82,4209.74,4397.44,4461.54,4579.49,4444.1,4397.44,4150.77,4496.92,4950.77,4525.64,4314.87,4653.33,1447,1522,8.87,0,0,0,0
47,3851.28,4031.28,4202.56,4389.23,4468.21,4575.9,4444.62,4404.62,4155.9,4489.23,4946.67,4521.54,4300.51,4646.15,1458,1529,8.878,0,0,0,0
48,3844.1,4022.56,4197.44,4386.15,4471.28,4566.67,4442.05,4403.08,4154.36,4490.77,4944.62,4510.26,4293.33,4634.87,1467,1539,8.886,0,0,0,0
49,3840,4008.72,4196.41,4387.18,4448.72,4574.87,4444.1,4400,4156.92,4491.28,4953.33,4505.13,4297.95,4625.13,1478,1547,8.894,0,0,0,0
50,3831.79,4000,4191.28,4387.69,4456.92,4577.44,4445.13,4399.49,4157.44,4476.41,4953.85,4506.67,4286.15,4618.46,1487,1553,8.901,0,0,0,0
51,3823.59,3998.46,4189.23,4389.74,4482.56,4566.15,4441.03,4392.82,4147.69,4466.15,4949.74,4503.59,4273.33,4614.36,1498,1557,8.91,0,0,0,0
52,3826.67,3993.85,4200,4391.28,4464.1,4565.13,4438.97,4396.92,4153.33,4473.85,4967.18,4509.23,4282.05,4620.51,1508,1560,8.917,0,0,0,0
53,3832.82,3988.21,4207.18,4393.33,4441.03,4571.28,4444.62,4414.36,4171.28,4475.9,4984.1,4521.03,4287.69,4625.13,1519,1564,8.925,0,0,0,0
54,3826.15,3988.21,4198.46,4393.33,4460,4571.28,4446.67,4411.79,4162.56,4456.92,4973.85,4513.33,4276.92,4615.38,1529,1569,8.934,0,0,0,0
55,3820,3988.72,4196.92,4391.79,4483.08,4568.21,4435.38,4387.18,4128.72,4437.95,4963.59,4502.05,4268.72,4608.72,1549,1583,8.942,0,0,0,0
56,3824.62,3989.74,4204.62,4391.79,4478.46,4564.62,4430.77,4382.05,4111.28,4445.64,4973.33,4505.13,4266.67,4613.85,1557,1589,8.95,0,0,0,0
57,3826.67,3989.23,4202.56,4384.62,4445.13,4569.23,4441.03,4402.05,4123.59,4470.77,4985.64,4510.26,4266.15,4618.46,1565,1595,8.957,0,0,0,0
58,3820,3982.56,4198.46,4377.95,4433.85,4572.31,4446.67,4414.36,4138.46,4473.33,4985.13,4508.21,4264.62,4614.87,1572,1600,8.965,0,0,0,0
59,3817.95,3978.97,4201.54,4381.54,4475.38,4566.15,4449.23,4418.97,4139.49,4460.51,4976.92,4503.59,4257.44,4609.23,1579,1604,8.972,0,0,0,0
60,3824.1,3987.18,4208.72,4389.74,4489.23,4575.9,4465.64,4425.13,4136.41,4466.67,4978.97,4511.28,4257.44,4610.77,1587,1609,8.981,0,0,0,0
61,3822.56,3990.26,4212.31,4391.28,4451.28,4602.56,4480.51,4435.9,4146.15,4479.49,4987.69,4522.56,4263.59,4614.87,1595,1614,8.988,0,0,0,0
62,3807.69,3978.97,4207.69,4386.15,4453.85,4610.26,4480,4447.69,4162.05,4475.9,4977.44,4514.87,4255.38,4602.56,1600,1620,8.996,0,0,0,0
63,3797.95,3968.21,4197.95,4385.13,4496.92,4596.41,4476.41,4449.74,4160.51,4472.31,4963.59,4501.54,4245.13,4583.08,1606,1623,9.003,0,0,0,0
64,3795.38,3968.21,4196.41,4389.23,4486.15,4597.95,4476.92,4448.72,4144.1,4470.77,4967.18,4505.64,4246.67,4581.03,1611,1623,9.011,0,0,0,0
65,3791.79,3966.67,4197.95,4385.64,4450.77,4612.31,4479.49,4458.97,4137.44,4463.59,4969.23,4508.72,4254.36,4587.69,1617,1624,9.019,0,0,0,0
66,3791.28,3964.1,4197.95,4378.97,4467.18,4606.67,4477.95,4456.92,4133.33,4467.18,4966.15,4505.13,4264.62,4590.77,1621,1622,9.027,0,0,0,0
67,3800.51,3970.77,4202.56,4384.1,4485.13,4588.72,4474.36,4441.54,4129.74,4487.69,4977.44,4515.9,4281.03,4601.54,1625,1626,9.034,0,0,0,0
68,3811.28,3977.44,4210.77,4389.23,4467.69,4587.18,4476.41,4450.26,4136.92,4507.69,4991.28,4530.26,4292.31,4614.87,1631,1630,9.042,0,0,0,0
69,3808.21,3975.9,4208.72,4380,4465.13,4597.95,4479.49,4461.54,4131.28,4498.46,4979.49,4523.59,4280,4609.23,1635,1635,9.05,0,0,0,0
70,3798.46,3971.28,4202.05,4373.33,4480,4601.03,4475.38,4441.54,4107.18,4472.31,4954.36,4507.69,4263.08,4590.77,1638,1638,9.059,0,0,0,0
71,3801.03,3970.77,4205.13,4375.38,4477.95,4598.97,4473.33,4425.13,4096.41,4463.59,4944.62,4505.64,4262.56,4585.64,1641,1641,9.066,0,0,0,0
72,3809.23,3976.92,4212.31,4376.92,4470.77,4603.08,4479.49,4437.95,4108.21,4474.36,4948.21,4515.38,4270.77,4592.31,1645,1643,9.074,0,0,0,0
73,3811.79,3978.97,4217.44,4382.05,4473.33,4611.79,4481.03,4447.18,4120,4485.64,4951.28,4523.08,4277.95,4601.54,1647,1645,9.081,0,0,0,0
74,3811.28,3975.38,4223.08,4386.15,4482.05,4613.33,4475.38,4440,4118.46,4484.1,4953.85,4525.13,4282.56,4608.21,1650,1648,9.089,0,0,0,0
75,3812.31,3980,4224.62,4383.59,4492.82,4604.62,4473.85,4431.79,4106.15,4474.36,4952.82,4524.1,4283.59,4608.72,1653,1648,9.097,0,0,0,0
76,3814.87,3988.72,4220.51,4373.33,4496.92,4599.49,4474.87,4425.64,4098.97,4469.74,4947.69,4526.67,4284.62,4606.67,1654,1651,9.105,0,0,0,0
77,3811.79,3983.08,4213.85,4362.05,4477.95,4600,4473.85,4427.69,4107.18,4466.67,4937.44,4521.54,4276.41,4604.1,1658,1650,9.113,0,0,0,0
78,3807.69,3971.79,4215.9,4357.44,4452.82,4605.13,4476.41,4437.44,4114.87,4456.41,4924.1,4512.31,4261.03,4601.03,1659,1652,9.12,0,0,0,0
79,3809.23,3971.28,4221.54,4358.46,4456.41,4610.77,4480.51,4444.62,4118.97,4452.82,4919.49,4517.44,4260,4600.51,1661,1651,9.128,0,0,0,0
80,3808.21,3975.9,4220.51,4362.56,4476.41,4604.62,4476.92,4443.08,4130.26,4454.36,4917.95,4520.51,4264.62,4598.46,1662,1650,9.137,0,0,0,0
81,3804.62,3975.38,4215.38,4366.15,4479.49,4596.92,4472.31,4442.56,4146.67,4456.92,4916.41,4512.31,4266.15,4595.38,1663,1650,9.144,0,0,0,0
82,3804.62,3973.33,4213.33,4365.64,4473.85,4599.49,4473.85,4444.1,4154.87,4477.44,4928.21,4516.41,4283.08,4597.95,1663,1650,9.152,0,0,0,0
83,3807.69,3972.82,4216.92,4365.13,4475.9,4603.08,4475.38,4448.21,4153.85,4495.9,4943.59,4529.74,4297.95,4603.59,1664,1651,9.16,0,0,0,0
84,3807.18,3974.87,4215.9,4372.82,4474.36,4604.62,4475.9,4455.38,4148.72,4488.72,4940,4528.72,4291.28,4602.56,1665,1651,9.167,0,0,0,0
85,3804.62,3974.87,4215.38,4373.33,4472.31,4612.31,4476.92,4460,4147.18,4481.54,4931.28,4522.56,4290.77,4600,1666,1652,9.175,0,0,0,0
86,3803.08,3973.85,4217.95,4365.13,4473.85,4612.82,4475.9,4458.46,4151.79,4481.54,4928.72,4525.13,4293.85,4601.03,1667,1651,9.183,0,0,0,0
87,3798.46,3976.92,4214.87,4363.08,4473.33,4603.08,4471.79,4459.49,4151.28,4473.85,4913.85,4523.59,4275.38,4600,1667,1653,9.192,0,0,0,0
88,3798.46,3973.85,4212.31,4365.64,4473.33,4597.95,4471.79,4461.03,4138.97,4467.18,4904.1,4520,4260,4596.41,1668,1652,9.199,0,0,0,0
89,3804.62,3963.08,4214.87,4366.15,4472.31,4598.97,4472.82,4458.46,4136.41,4473.33,4914.87,4523.08,4273.33,4597.95,1667,1651,9.206,0,0,0,0
90,3807.69,3958.97,4217.95,4364.1,4466.15,4603.59,4471.28,4458.46,4147.18,4479.49,4920,4528.21,4282.05,4601.54,1670,1648,9.214,0,0,0,0
91,3806.15,3958.97,4216.41,4365.13,4460,4608.21,4472.82,4456.92,4144.1,4472.31,4909.23,4525.64,4268.72,4598.97,1669,1645,9.222,0,0,0,0
92,3804.1,3953.33,4214.36,4369.74,4461.03,4606.15,4472.31,4448.72,4134.36,4461.03,4902.56,4520.51,4258.46,4595.9,1669,1647,9.23,0,0,0,0
93,3804.62,3951.28,4217.44,4373.33,4463.08,4596.92,4461.54,4441.03,4135.9,4457.95,4905.64,4522.56,4264.1,4598.46,1669,1647,9.238,0,0,0,0
94,3809.74,3956.41,4220.51,4374.87,4460,4594.36,4454.36,4440,4136.92,4463.59,4906.15,4526.67,4274.87,4602.56,1669,1650,9.246,0,0,0,0
95,3811.79,3957.95,4217.95,4374.36,4461.54,4596.92,4459.49,4444.62,4142.05,4471.28,4906.67,4525.13,4280.51,4602.05,1669,1651,9.253,0,0,0,0
96,3806.67,3955.38,4215.38,4373.33,4463.08,4598.46,4462.56,4448.21,4149.74,4476.92,4905.64,4520.51,4275.38,4601.03,1670,1654,9.261,0,0,0,0
97,3805.13,3956.92,4217.44,4373.85,4456.41,4601.54,4459.49,4446.67,4145.13,4472.82,4896.92,4521.03,4268.72,4600.51,1671,1653,9.269,0,0,0,0
98,3806.67,3954.36,4213.33,4376.41,4461.54,4600.51,4458.46,4442.56,4137.95,4460.51,4890.26,4520.51,4267.69,4600,1671,1652,9.277,0,0,0,0
99,3805.64,3945.13,4209.74,4372.82,4468.72,4597.44,4457.95,4436.92,4136.92,4457.95,4892.31,4509.74,4260,4600,1673,1649,9.285,0,0,0,0
100,3806.15,3940,4208.21,4364.1,4458.46,4600.51,4457.95,4426.15,4122.05,4456.92,4889.74,4504.1,4249.23,4597.44,1672,1648,9.292,0,0,0,0
101,3812.82,3943.08,4204.62,4367.69,4446.15,4605.13,4457.95,4426.15,4116.41,4465.64,4889.23,4515.9,4260,4603.59,1674,1649,9.3,0,0,0,0
102,3816.41,3943.08,4209.23,4375.9,4452.82,4602.05,4458.46,4438.97,4135.38,4485.64,4896.41,4525.13,4275.38,4614.87,1672,1650,9.308,0,0,0,0
103,3810.77,3944.62,4215.38,4375.38,4468.72,4597.95,4461.03,4445.13,4143.59,4483.08,4893.85,4520.51,4268.21,4609.74,1671,1654,9.316,0,0,0,0
104,3807.69,3952.31,4212.31,4374.87,4480,4600,4460.51,4440,4138.46,4465.64,4884.62,4516.92,4258.97,4597.95,1672,1656,9.324,0,0,0,0
105,3810.77,3952.82,4210.77,4376.41,4473.85,4599.49,4460,4442.05,4150.26,4471.28,4889.23,4522.05,4271.28,4601.03,1670,1658,9.332,0,0,0,0
